specObjID,plateid,mjd,fiberid,ra,dec,z,sn_median,lgm_tot_p50
2.55246e+18,2267.0,53713.0,173.0,121.6423,15.771679999999998,0.1176292,16.91856,9.665353
2.66289e+18,2365.0,53739.0,487.0,154.0612,21.99468,0.06593225,15.56801,9.029061
2.80471e+18,2491.0,53855.0,345.0,166.6315,17.6204,0.05107897,10.31914,9.350873
3.34731e+18,2973.0,54591.0,48.0,259.5054,32.47852,0.1135093,16.00487,9.212572
2.7383e+18,2432.0,54052.0,411.0,134.8947,17.047060000000002,0.1239313,14.172020000000002,9.845428
1.49861e+18,1331.0,52766.0,148.0,231.2356,47.49183,0.14297120000000002,9.918297,10.45892
6.51903e+17,579.0,52338.0,26.0,164.1655,3.948948,0.09924573,13.42602,9.573044
5.94586e+17,528.0,52022.0,403.0,203.9252,3.4740050000000005,0.07040324,9.474223,9.340126
1.81845e+18,1615.0,53166.0,439.0,186.6968,12.12013,0.1475769,13.46008,10.22574
6.26012e+17,556.0,51991.0,41.0,146.6793,55.26766,0.190471,6.388192,10.85997
1.92765e+18,1712.0,53531.0,394.0,220.374,12.39907,0.1205962,8.87256,10.62775
3.10526e+18,2758.0,54523.0,85.0,213.0726,17.071720000000006,0.1251124,13.85115,10.02337
2.08191e+18,1849.0,53846.0,450.0,235.326,27.06775,0.09132062,17.70926,10.60155
2.00534e+18,1781.0,53297.0,392.0,122.0437,53.09166,0.01905377,14.0113,8.704535
2.51641e+18,2235.0,53847.0,68.0,189.2384,26.95036,0.2271545,21.82868,9.922706
1.91861e+18,1704.0,53178.0,283.0,210.8808,12.37667,0.1025613,20.27478,10.34773
2.44556e+18,2172.0,54230.0,398.0,238.0077,19.37208,0.13133689999999998,20.0155,10.92485
1.38043e+18,1226.0,52734.0,292.0,176.0197,9.165143,0.02013362,6.576211,6.140463
1.90511e+18,1692.0,53473.0,319.0,252.3467,25.86206,0.1647154,11.31164,10.83457
4.86392e+17,432.0,51884.0,13.0,116.1842,39.42681,0.02576035,5.673377,7.103733999999998
3.04112e+17,270.0,51909.0,433.0,152.3428,0.01339602,0.09199307,10.10609,9.561698
2.44098e+18,2168.0,53886.0,117.0,237.2624,20.02833,0.133512,14.19244,10.25427
2.05035e+18,1821.0,53167.0,320.0,235.4494,5.603536,0.04009268,11.27756,9.575822
2.37011e+18,2105.0,53472.0,345.0,181.5569,36.84157,0.1714646,8.62807,10.51721
1.32298e+18,1175.0,52791.0,172.0,252.3301,33.63136,0.1637237,8.660588,10.84642
3.09964e+18,2753.0,54234.0,125.0,230.7256,11.58176,0.123619,24.2051,9.861892
1.5753e+18,1399.0,53172.0,598.0,229.5305,38.47778,0.04156162,12.44257,9.078825
7.04961e+17,626.0,52057.0,536.0,248.0828,44.52458,0.07213877,6.226498,9.705394
2.27096e+18,2017.0,53474.0,78.0,206.5942,28.240170000000006,0.07490329,16.1502,10.78366
2.84186e+18,2524.0,54568.0,336.0,240.233,14.784020000000002,0.07547889,8.909735000000003,9.689691
1.82175e+18,1618.0,53116.0,161.0,172.3379,6.913022,0.1597511,11.22458,10.64996
7.4769e+17,664.0,52174.0,336.0,25.91719,-8.452814,0.09674081,9.921338,9.603476
3.93027e+17,349.0,51699.0,318.0,251.7605,63.43457,0.03347075,16.37526,6.691655
1.6034e+18,1424.0,52912.0,447.0,252.8224,25.09955,0.07767525,13.32231,10.33203
1.77119e+18,1573.0,53226.0,533.0,247.3798,25.43808,0.09084456,11.8907,10.40518
1.95918e+18,1740.0,53050.0,422.0,140.2385,10.95598,0.08978843,13.26841,9.708906
