specObjID,plateid,mjd,fiberid,ra,dec,z,sn_median,lgm_tot_p50
2.28007e+18,2025.0,53431.0,429.0,160.7245,34.59069,0.08827162,9.284646,9.993262
2.83165e+18,2515.0,54180.0,46.0,179.1298,18.35948,0.02100429,11.64561,8.684161
3.34407e+18,2970.0,54589.0,539.0,245.8835,19.56812,0.10179989999999997,8.687155,10.29593
2.50746e+18,2227.0,53820.0,312.0,179.9568,27.00699,0.13995610000000006,11.10963,10.78243
2.27221e+18,2018.0,53800.0,533.0,195.8482,39.19155,0.1149854,10.90903,10.55916
2.40844e+18,2139.0,53878.0,509.0,220.4074,25.07644,0.09373429,8.895342999999997,9.728163
2.18663e+18,1942.0,53415.0,496.0,144.5633,30.35773,0.06331404,23.21794,10.14367
5.23548e+17,465.0,51910.0,15.0,63.21379,-5.668516,0.1004869,13.03988,10.72825
1.94008e+18,1723.0,53905.0,577.0,233.7958,8.769859,0.0664444,10.79862,9.942593
8.37696e+17,744.0,52251.0,95.0,348.9872,13.53692,0.05595237,14.894620000000002,10.0707
3.1278e+18,2778.0,54539.0,168.0,224.1067,17.48003,0.1030819,21.718770000000006,10.76247
1.83305e+18,1628.0,53474.0,306.0,188.3217,7.321110000000001,0.1001232,15.01385,10.34051
1.12268e+18,997.0,52734.0,558.0,154.9176,6.6447210000000005,0.1114711,9.52119,10.55155
1.76443e+18,1567.0,53172.0,532.0,254.7558,19.29318,0.1161299,9.187946,10.94918
2.17536e+18,1932.0,53350.0,429.0,131.8511,27.41412,0.07288755,14.46281,9.698294
2.23721e+18,1987.0,53765.0,187.0,191.8356,33.32898,0.2211628,5.830262,10.97872
3.26545e+17,290.0,51941.0,124.0,188.9212,-1.016292,0.1441328,15.51841,10.23259
1.78683e+18,1587.0,52964.0,88.0,129.9061,27.07023,0.08327242,11.66332,10.25853
2.93645e+18,2608.0,54474.0,383.0,180.1453,20.27809,0.07786197,12.33729,10.27824
6.31762e+17,561.0,52295.0,479.0,161.0432,60.5303,0.1180526,13.25913,10.7333
2.98596e+18,2652.0,54508.0,284.0,199.8172,20.83165,0.1110926,15.34569,10.75938
2.40842e+18,2139.0,53878.0,433.0,219.6438,24.97568,0.08722906,12.97092,10.25795
2.80926e+18,2495.0,54175.0,507.0,170.4632,19.58593,0.06353545,12.62103,10.20617
1.36133e+18,1209.0,52674.0,408.0,130.4191,33.45494,0.08560398,22.53085,10.8904
2.26878e+18,2015.0,53819.0,338.0,186.067,35.12143,0.09585885,21.90682,11.02805
2.56032e+18,2274.0,53726.0,75.0,127.6766,15.33819,0.09776139,10.10728,9.978706
2.03801e+18,1810.0,53794.0,471.0,213.5407,9.280548,0.05863683,16.857860000000002,9.213614
2.74496e+18,2438.0,54056.0,72.0,139.9557,14.63015,0.08263993,10.00993,10.0808
3.10527e+18,2758.0,54523.0,131.0,212.8576,17.24865,0.09870831,15.51402,9.928754
3.2887e+17,292.0,51609.0,389.0,191.7391,0.3789291,0.08685151,10.77411,10.82385
2.21695e+18,1969.0,53383.0,183.0,160.2148,28.8806,0.1813056,15.29576,10.59102
2.34188e+18,2080.0,53350.0,37.0,119.7768,15.9399,0.1094264,5.504136,10.50175
1.1767e+18,1045.0,52725.0,507.0,215.4126,51.87042,0.17451270000000002,13.94971,10.4248
2.40946e+18,2140.0,53858.0,124.0,220.7144,22.06528,0.1108231,16.36681,10.18607
2.56944e+18,2282.0,53683.0,482.0,134.1419,21.92323,0.08450533,12.80927,10.3219
2.22708e+18,1978.0,53473.0,167.0,202.9799,28.17696,0.07849583,7.299945,9.740552
2.6539e+18,2357.0,53793.0,542.0,164.6539,26.36225,0.11985819999999997,8.780930999999999,10.46607
2.74164e+18,2435.0,53828.0,278.0,136.1961,16.78203,0.1075179,11.03574,10.55374
2.20008e+18,1954.0,53357.0,255.0,153.563,35.74371,0.09945236,5.832918,10.13709
6.2501e+17,555.0,52266.0,494.0,142.4897,55.25892,0.08335893,11.12956,9.764964
2.49395e+18,2215.0,53793.0,309.0,168.0648,29.2322,0.06478892,10.69341,9.935742
2.55023e+18,2265.0,53674.0,258.0,118.8382,12.01335,0.1249727,13.01989,10.21713
1.8004e+18,1599.0,53089.0,307.0,156.4864,10.70724,0.09862444,9.51815,10.16346
2.01763e+18,1792.0,54270.0,71.0,194.5864,7.391694,0.1138125,15.90267,10.72096
3.3463e+18,2972.0,54586.0,450.0,256.8826,36.66273,0.06254453,19.05569,10.03812
1.52911e+18,1358.0,52994.0,514.0,155.5953,43.53844,0.06356931,24.82197,10.05838
2.80926e+18,2495.0,54175.0,518.0,170.7171,19.79968,0.101546,16.372529999999998,10.56655
1.06414e+18,945.0,52652.0,610.0,152.6843,55.77137,0.17680839999999998,9.716865,10.60554
1.44357e+18,1282.0,52759.0,587.0,201.86900000000003,49.54547,0.08691604,9.463665,10.05937
1.09664e+18,974.0,52427.0,60.0,257.3937,33.67073,0.08474872,19.01462,9.894079
5.76546e+17,512.0,51992.0,309.0,171.2023,2.080602,0.1377598,7.927761,10.25773
1.62925e+18,1447.0,53120.0,275.0,177.4946,42.27376,0.08210053,17.71872,10.52107
1.5121e+18,1343.0,52790.0,45.0,253.7907,30.21024,0.03633744,11.13447,9.244295
2.55135e+18,2266.0,53679.0,221.0,119.7076,14.60671,0.09935762,25.28729,11.02352
1.3421e+18,1192.0,52649.0,94.0,136.1601,4.3259120000000015,0.1300163,14.58947,10.32529
2.89598e+18,2572.0,54056.0,585.0,128.6333,10.56141,0.07689960000000001,14.22911,10.09156
5.34948e+17,475.0,51965.0,528.0,142.7105,2.692524,0.1331891,9.821866,10.33884
1.13731e+18,1010.0,52649.0,544.0,162.6263,53.01396,0.130183,12.52815,10.30456
2.34977e+18,2087.0,53415.0,73.0,140.2611,25.52614,0.04965848,9.184584,9.005325
1.48632e+18,1320.0,52759.0,470.0,201.1786,57.23296,0.04671691,5.441924,9.251117
2.91171e+18,2586.0,54169.0,482.0,151.7787,15.16289,0.1385985,13.51616,10.43408
9.64988e+17,857.0,52314.0,335.0,115.574,25.17421,0.07589289,13.05894,10.03483
2.04358e+18,1815.0,53884.0,250.0,224.4129,7.181821,0.11686860000000003,16.11223,11.09677
3.68172e+17,327.0,52294.0,9.0,174.5014,-3.340289,0.1842136,12.94971,11.10479
1.33885e+18,1189.0,52668.0,555.0,133.3838,6.49601,0.09461804,11.00034,10.39276
8.82832e+17,784.0,52327.0,461.0,198.9956,61.86682,0.07868672,13.06876,10.25662
2.51196e+18,2231.0,53816.0,270.0,183.9036,27.09835,0.1090351,20.33024,11.13765
2.73711e+18,2431.0,53818.0,186.0,133.4013,15.08148,0.07705938,25.86463,10.55129
1.90739e+18,1694.0,53472.0,406.0,191.2924,13.06005,0.07812272,13.08723,9.696343
6.09168e+17,541.0,51959.0,204.0,113.9291,31.80957,0.08947884,48.16785,11.19469
6.80102e+17,604.0,52079.0,213.0,205.1614,62.56753000000001,0.1231951,12.25207,10.3837
2.73597e+18,2430.0,53815.0,124.0,133.1515,12.5665,0.1127264,14.37805,10.47884
6.39538e+17,568.0,52254.0,97.0,141.8009,2.926326,0.08868096,11.34752,10.02785
2.06271e+18,1832.0,54259.0,229.0,227.0112,5.063864,0.07851295,14.359470000000002,9.416749
3.13806e+18,2787.0,54552.0,631.0,217.2429,22.62875,0.04035516,16.003339999999998,9.057748
1.18225e+18,1050.0,52721.0,210.0,228.7264,44.83757,0.06749732,9.074727,9.994336
1.94348e+18,1726.0,53137.0,635.0,239.2245,9.150417,0.0457622,6.917510000000001,9.702064
2.91513e+18,2589.0,54174.0,624.0,156.3757,17.96708,0.06631041,11.4864,9.694045
9.62692e+17,855.0,52375.0,173.0,207.9397,4.537108,0.1360745,12.34182,10.03447
1.5031e+18,1335.0,52824.0,86.0,241.6061,40.01984,0.08414615,6.2886690000000005,9.987768
1.13616e+18,1009.0,52644.0,477.0,158.3498,52.52441999999999,0.07625099,16.47266,10.20926
3.09075e+18,2745.0,54231.0,575.0,213.3987,16.47648,0.1222711,17.86186,9.932053
2.02217e+18,1796.0,53884.0,212.0,197.041,8.934472999999997,0.09625462,9.880724,10.39461
1.7802e+18,1581.0,53149.0,549.0,236.2152,32.7406,0.08469026,11.10263,10.13699
3.13122e+18,2781.0,54266.0,333.0,230.0726,16.91003,0.1097007,7.475909,9.887417999999998
2.58632e+18,2297.0,53738.0,461.0,145.0689,26.9759,0.1079137,11.11096,9.723347
2.25072e+18,1999.0,53503.0,154.0,184.7661,33.72762,0.1061363,6.383101,10.24446
3.31145e+17,294.0,51986.0,475.0,196.5909,0.03777164,0.1746797,10.4071,10.68484
2.5108e+18,2230.0,53799.0,170.0,183.6526,29.43223,0.1755992,7.474667,10.61589
6.22798e+17,553.0,51999.0,639.0,139.7973,53.23998,0.1257017,19.45915,10.42042
1.95914e+18,1740.0,53050.0,278.0,140.2323,10.69801,0.05395892,13.56836,8.90813
1.4896e+18,1323.0,52797.0,140.0,209.533,53.9318,0.1243567,7.033358,10.3263
8.32099e+17,739.0,52520.0,216.0,339.8855,12.76512,0.06357124,9.306617,9.526422
2.42187e+18,2151.0,54523.0,225.0,225.7461,26.3443,0.06742331,13.09288,9.812561
2.226e+18,1977.0,53475.0,336.0,199.3603,39.95776,0.06679809,9.654133,9.819781
7.04852e+17,626.0,52057.0,142.0,247.8805,43.98871,0.1116391,7.585678,10.0498
1.01794e+18,904.0,52381.0,468.0,154.1458,53.98639,0.06393152,19.25828,9.101562
1.31506e+18,1168.0,52731.0,37.0,239.0049,46.64556,0.07857345,16.14005,10.57989
3.14252e+18,2791.0,54556.0,478.0,224.1674,20.25222,0.06015702,7.902092,9.461429
2.99941e+18,2664.0,54524.0,52.0,201.6608,23.43095,0.03892709,19.84349,9.970906
1.9411e+18,1724.0,53859.0,192.0,235.3425,7.694836,0.0368606,6.519907,9.436164
1.61352e+18,1433.0,53035.0,391.0,160.2821,40.22352,0.03743706,23.21055,10.02357
1.56279e+18,1388.0,53119.0,131.0,233.0892,30.88874,0.11759089999999997,2.808046,10.48275
1.64724e+18,1463.0,53063.0,191.0,201.9386,45.81596,0.06075294,13.97966,9.655831
2.67067e+18,2372.0,53768.0,116.0,152.5521,18.52659,0.1114021,9.212712,10.64337
1.31854e+18,1171.0,52753.0,417.0,244.2692,41.86678,0.05977986,12.92876,9.859473
1.8106e+18,1608.0,53138.0,565.0,176.2063,13.34964,0.0700028,18.82735,10.20328
7.18333e+17,638.0,52081.0,31.0,318.8319,-6.965066,0.1347864,6.504704,10.3488
1.61014e+18,1430.0,53002.0,362.0,157.5743,40.02095,0.05907135,14.87323,9.8462
2.00083e+18,1777.0,53857.0,380.0,206.9827,14.64276,0.06020141,18.28424,9.770628
7.40942e+17,658.0,52146.0,362.0,14.5441,-9.122009,0.02928121,9.981661,9.996715
5.93496e+17,527.0,52342.0,535.0,202.2263,3.1255490000000004,0.1130224,16.46407,9.922604
1.06412e+18,945.0,52652.0,518.0,151.0099,55.11317,0.1378625,22.24681,10.50499
1.35223e+18,1201.0,52674.0,76.0,140.7759,42.18258,0.1153442,20.28073,10.58042
2.80362e+18,2490.0,54179.0,470.0,167.0391,19.18736,0.16886099999999998,13.08229,10.45253
2.10883e+18,1873.0,54437.0,72.0,127.1247,57.98664,0.04703631,15.93535,10.06071
6.28362e+17,558.0,52317.0,400.0,147.8701,57.87946,0.02424098,16.304660000000002,8.470492
6.99222e+17,621.0,52055.0,140.0,242.2354,52.95043,0.08564553,19.40018,10.70056
2.84418e+18,2526.0,54582.0,558.0,242.4794,9.963514,0.16778320000000002,10.12967,10.62902
1.12937e+18,1003.0,52641.0,353.0,164.7045,7.226085,0.1047515,11.82769,10.5171
1.02235e+18,908.0,52373.0,118.0,168.05200000000005,56.12703000000001,0.06297374,5.8315,9.315743
1.34557e+18,1195.0,52724.0,451.0,141.4538,7.751513,0.1722714,17.76582,11.6325
1.3535e+18,1202.0,52672.0,620.0,146.4207,45.68866,0.07696734,13.90194,10.59332
1.01007e+18,897.0,52605.0,496.0,134.7208,45.1377,0.08634211,26.10701,10.66018
9.30076e+17,826.0,52295.0,299.0,124.0441,34.46061,0.06164496,11.97925,10.14469
1.85328e+18,1646.0,53498.0,163.0,221.1627,33.67054,0.04742662,21.74056,10.31144
1.62927e+18,1447.0,53120.0,327.0,177.335,43.36731,0.1159994,5.706462,10.30258
1.55267e+18,1379.0,53084.0,206.0,211.5159,38.4318,0.08270577,16.45052,10.50838
1.03257e+18,917.0,52400.0,440.0,214.3335,-2.178597,0.1970094,9.599353,10.60678
